id,request_time,origin_lat,origin_lon,dest_lat,dest_lon,mode
0,1081,37.492282166912084,127.15374915477466,37.55699285,127.1798497,taxi
1,1081,37.55827535,127.20138049999998,37.577962,127.1936437,taxi
2,1081,37.5598556,127.19563765000001,37.48139775,127.14531495,taxi
3,1081,37.55387895,127.18629630000001,37.50523040337301,127.13601550758166,taxi
4,1081,37.53609215,127.1953805,37.49863283468298,127.14683717947028,taxi
5,1082,37.57617012270938,127.17636272193083,37.49224577425025,127.15709011469654,taxi
6,1082,37.531391,127.14450604999999,37.5380627,127.15223575,taxi
7,1082,37.56856775,127.19869375,37.5731994,127.18028129999999,taxi
8,1082,37.5413621,127.2140064,37.571319349999996,127.209372,taxi
9,1083,37.50114085,127.1476811,37.576547250000004,127.1853006,taxi
10,1084,37.5536517,127.1700251,37.48632812749202,127.14365523256429,taxi
11,1084,37.46986842437617,127.14039918045614,37.538968600000004,127.21241845,taxi
12,1085,37.51130948053372,127.12982163746841,37.574100400000006,127.18473825000001,taxi
13,1085,37.5511678,127.2030436,37.5659556,127.18918845000002,taxi
14,1085,37.469161650000004,127.15858724999998,37.503311538198815,127.2307962791962,taxi
15,1086,37.46981986425352,127.16626669365291,37.478841749999994,127.1393868,taxi
16,1086,37.55592085008069,127.18918141029394,37.56581106524432,127.17624603710063,taxi
17,1087,37.54483285,127.21241090000001,37.556821984249595,127.17319486105292,taxi
18,1087,37.559911199999995,127.1891349,37.51854362819359,127.14039417267958,taxi
19,1087,37.47703934233575,127.1423214670187,37.4995275,127.13528289999999,taxi
20,1087,37.5613636,127.19095885,37.548635480758634,127.22716251363363,taxi
21,1088,37.52529505,127.2268377,37.568513943823575,127.1762162270587,taxi
22,1088,37.58088755,127.2160693,37.50831860000001,127.14896825,taxi
23,1088,37.491091350000005,127.15570944999999,37.5040423,127.1318487,taxi
24,1088,37.55871955,127.19199025,37.5895058868009,127.17147996408208,taxi
25,1089,37.4679571,127.13718155000002,37.578500063140716,127.22497297298638,taxi
26,1090,37.573882999999995,127.17798945,37.54225707565189,127.17560284939046,taxi
27,1091,37.5112944,127.1338695,37.57686415,127.2280681,taxi
28,1091,37.495439149999996,127.15836974999999,37.5010251,127.13360315000001,taxi
29,1091,37.50347116646856,127.13124735260598,37.59615733194034,127.17704961782722,taxi
30,1092,37.541902500000006,127.2067796,37.5487616537778,127.18318735957612,taxi
31,1092,37.53511470380719,127.2639564713194,37.58240368280375,127.21087384940665,taxi
32,1092,37.4973215,127.1501322,37.59717228671511,127.17532993931663,taxi
33,1093,37.58385581512638,127.1580175357476,37.565864055474755,127.18619210541527,taxi
34,1093,37.5384928,127.19729195,37.482579455126576,127.13891248371755,taxi
35,1093,37.54756661073003,127.19844631437104,37.4784803574521,127.13739782891419,taxi
36,1094,37.547826400000005,127.25243119999999,37.50304735,127.13537615,taxi
37,1094,37.51913735409204,127.1371541175007,37.573073845189626,127.17953120392524,taxi
38,1095,37.53447855,127.15094375,37.574676235647935,127.19189134125406,taxi
39,1095,37.559491,127.2004676,37.4821676825115,127.14726265918193,taxi
40,1095,37.4589442,127.1678917,37.486365,127.1608288,taxi
41,1095,37.55601292908855,127.19234802955755,37.493049114523295,127.15491944731421,taxi
42,1095,37.53907235673105,127.19683124073211,37.514689000000004,127.13318375,taxi
43,1096,37.57726825,127.18191935,37.47357961650323,127.14830043397863,taxi
44,1096,37.548051650000005,127.20985895,37.54580629180043,127.21789574105718,taxi
45,1097,37.58595146249056,127.21572735473944,37.5896891,127.20101715,taxi
46,1098,37.4730971816624,127.15443230171974,37.55797289503493,127.19125555120465,taxi
47,1098,37.504660799999996,127.13258480000002,37.54922764375337,127.17418334784719,taxi
48,1098,37.55714653607343,127.1796930531137,37.55343486375223,127.18547395241883,taxi
49,1099,37.53851485,127.18196965,37.55708202766249,127.20506818808438,taxi
50,1099,37.55378025421449,127.19595599827059,37.50581395,127.1338714,taxi
51,1099,37.591564,127.211112,37.54665455,127.1539763,taxi
52,1099,37.5448702694728,127.19409987131212,37.5772518,127.18641195000002,taxi
53,1100,37.47631323814819,127.14704178110334,37.46028068042059,127.17004715739948,taxi
54,1100,37.55797695,127.18787175,37.5774586,127.18260995000001,taxi
55,1102,37.51375380576135,127.143834420819,37.5503193901514,127.20132952060024,taxi
56,1102,37.49557352733536,127.15973598846503,37.5417153,127.2111972,taxi
57,1103,37.56238965029311,127.19052314317982,37.500846962644395,127.13355169691678,taxi
58,1103,37.54715757436188,127.16700206512735,37.51883541125258,127.29423543347049,taxi
59,1104,37.5611999,127.19280065000001,37.558116150000004,127.20258575,taxi
60,1104,37.48753325,127.14939679999999,37.51873025890406,127.22908137830387,taxi
61,1105,37.55295615210906,127.16536766050612,37.47640572829261,127.14403509350652,taxi
62,1106,37.54979555,127.15874300000002,37.538387,127.2236805,taxi
63,1107,37.546453166388496,127.16789965167011,37.49853765,127.15963355,taxi
64,1108,37.55379045,127.17973595000001,37.48388884062077,127.16047018823035,taxi
65,1108,37.52296275,127.22414885,37.50177037138418,127.15312110916692,taxi
66,1109,37.525331,127.1413205,37.5471124,127.21090495,taxi
67,1109,37.536934,127.20982745,37.498691199999996,127.13413754999999,taxi
68,1110,37.57529185,127.16967555,37.575473701552205,127.22103025514421,taxi
69,1110,37.48676354741763,127.16038440662415,37.59181471071387,127.1975301186819,taxi
70,1110,37.48357635,127.14240935,37.514595395108714,127.2631567504152,taxi
71,1110,37.58881641422502,127.17196469539341,37.55032246219007,127.15802665505163,taxi
72,1110,37.5856481227135,127.16775447101452,37.5617912,127.19149404999999,taxi
73,1111,37.5395297,127.20973185000001,37.5563300434734,127.20421880864725,taxi
74,1111,37.55508315646112,127.20999829930858,37.565905900000004,127.1895805,taxi
75,1111,37.47235080782998,127.15107320343398,37.55402935,127.18015174999998,taxi
76,1112,37.578345702755335,127.18083178486721,37.54827243670528,127.15744154451022,taxi
77,1112,37.544287969473004,127.22173283880178,37.473109300000004,127.14426605,taxi
78,1112,37.469451025628494,127.1374811542445,37.495737373142155,127.14666316483624,taxi
79,1112,37.57207899416557,127.18906250102603,37.481474649999996,127.1446665,taxi
80,1112,37.498035456093234,127.16080767105205,37.5399971,127.20481724999999,taxi
81,1112,37.52919623587636,127.16569180150584,37.5391845028167,127.23352541502288,taxi
82,1113,37.5901836,127.20062655000001,37.56889359255199,127.19729757949193,taxi
83,1113,37.506747363609925,127.16435014455467,37.4977101,127.1495725,taxi
84,1113,37.4752347,127.1407916,37.56561890196673,127.19943729772164,taxi
85,1113,37.55713265,127.1916378,37.56215315,127.17063855,taxi
86,1113,37.59756874918298,127.19198752164237,37.48481944742722,127.14549977592371,taxi
87,1114,37.4748494,127.13750325,37.54152155,127.19866150000001,taxi
88,1114,37.50401465,127.15095070000001,37.57207899416557,127.18906250102603,taxi
89,1114,37.50703481987954,127.16295610105725,37.579218499999996,127.18767919999999,taxi
90,1114,37.54551024999999,127.1739551,37.5516651,127.2041944,taxi
91,1114,37.5229884,127.22426675,37.506921750000004,127.1338466,taxi
92,1114,37.53071479791558,127.16513754378171,37.537644894004586,127.20577761686609,taxi
93,1114,37.58667855,127.16954400000002,37.4729654,127.15617725,taxi
94,1115,37.532347525292096,127.14991490302354,37.54178261545596,127.20745114242523,taxi
95,1115,37.47731925,127.14021015,37.571514949999994,127.18124764999997,taxi
96,1115,37.5877177,127.2084535,37.58938002613517,127.21621128302627,taxi
97,1116,37.56589195,127.1889744,37.4771036,127.1344225,taxi
98,1117,37.4901226,127.15169970000001,37.5080753,127.1489742,taxi
99,1117,37.55082465,127.21457210000001,37.510034950000005,127.13156835,taxi
100,1118,37.50688395000001,127.16459735000001,37.58108045,127.21516654999999,taxi
101,1118,37.53862095,127.2133178,37.5774315,127.1824651,taxi
102,1118,37.5393555,127.21025979999999,37.46433715,127.14816619999999,taxi
103,1118,37.4770668,127.18823289999999,37.568019449999994,127.1952777,taxi
104,1118,37.47889285,127.2165573,37.4928118,127.1441436,taxi
105,1119,37.475671,127.2406175,37.550072400000005,127.18797004999999,taxi
106,1119,37.56220170308024,127.18985031138871,37.55144765,127.19420845,taxi
107,1119,37.57241228793302,127.19816739773033,37.546574765865,127.20928928219523,taxi
108,1120,37.475397103386975,127.14548080236742,37.4925905,127.14405595,taxi
109,1120,37.535586800000004,127.22474140000001,37.58274055,127.21117865000001,taxi
110,1121,37.5374184,127.15408995,37.58413122289238,127.21638442377795,taxi
111,1121,37.56046575000001,127.19082305,37.57339035,127.18338419999999,taxi
112,1121,37.59165316597275,127.1979420906807,37.541314204642916,127.19476071776465,taxi
113,1122,37.561863349999996,127.18710064999999,37.470318500000005,127.14402460000001,taxi
114,1122,37.55371458587076,127.1797856905854,37.52603837614882,127.27203367439124,taxi
115,1122,37.5910652,127.19833560000001,37.475712698222225,127.15103009582369,taxi
116,1122,37.51747642181885,127.13437279738838,37.54330545,127.21234575,taxi
117,1122,37.5507117,127.21446594999999,37.5225846,127.22270775,taxi
118,1122,37.5897986,127.2145536,37.50378302999391,127.15567374923435,taxi
119,1123,37.4924947,127.14700600000002,37.551963549999996,127.20355745,taxi
120,1123,37.54888200206948,127.24160024687097,37.54140255,127.21126409999998,taxi
121,1123,37.567848999999995,127.19582894999999,37.53657366923481,127.2094144179926,taxi
122,1123,37.5616653,127.19538395000001,37.54192385,127.22083835000001,taxi
123,1124,37.475241919763775,127.14409400049068,37.53897743389916,127.2025422766927,taxi
124,1124,37.57661315,127.17988825000002,37.5281868,127.19643909999998,taxi
125,1124,37.47246494342511,127.13758772596482,37.547921011818396,127.22001279255885,taxi
126,1124,37.48141785,127.14383865,37.579580750000005,127.2163679,taxi
127,1125,37.55081415,127.2085972,37.49693465,127.1367797,taxi
128,1125,37.5841884727142,127.16026338684847,37.577199156904356,127.22145375913951,taxi
129,1126,37.5070378,127.1400264,37.57115815,127.18347255,taxi
130,1126,37.47241078458424,127.13738127803106,37.58165949188885,127.19071157356032,taxi
131,1126,37.4844086,127.13873605000002,37.48522099943373,127.16200421371956,taxi
132,1126,37.4972671,127.15401539999999,37.55459945,127.19908275,taxi
133,1126,37.48097665,127.14734095,37.47226815491971,127.13995483404983,taxi
134,1127,37.545756926709274,127.17441025835522,37.522331050000005,127.2250587,taxi
135,1127,37.473109300000004,127.14426605,37.496270680255485,127.16835865275638,taxi
